id,canonicalName,aliases,regions,category,family,priorityBatch,portionStrategies,highImpactUnknowns,status,pendingIngredientSlots
dish:in:dahi-puri,Dahi Puri,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:ragda-pattice,Ragda Pattice,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:vada-pav,Vada Pav,vada pao,Maharashtra | Western India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:dabeli,Dabeli,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:pav-bhaji,Pav Bhaji,pao bhaji,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:misal-pav,Misal Pav,,Maharashtra | Western India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:chole-bhature,Chole Bhature,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:chole-kulche,Chole Kulche,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:aloo-puri,Aloo Puri,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:puri-sabzi,Puri Sabzi,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:kathi-roll,Kathi Roll,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:egg-roll,Egg Roll,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:chicken-roll,Chicken Roll,chicken kathi roll,Pan-India,street_food_snack,street_snack,B,count | wrapper_size | finished_weight_g,wrapper_size | chicken_filling_weight | wrapper_cooking_oil | mayo_or_sauce_amount,DRAFT_CURATED,5
dish:in:egg-chicken-roll,Egg Chicken Roll,egg chicken kathi roll,Pan-India,street_food_snack,street_snack,B,count | wrapper_size | finished_weight_g,wrapper_size | chicken_filling_weight | egg_count | wrapper_cooking_oil | mayo_or_sauce_amount,DRAFT_CURATED,6
dish:in:paneer-roll,Paneer Roll,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:veg-roll,Veg Roll,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:frankie,Frankie,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:veg-momos,Veg Momos,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:chicken-momos,Chicken Momos,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:fried-momos,Fried Momos,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:tandoori-momos,Tandoori Momos,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:chowmein,Chowmein,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:veg-chowmein,Veg Chowmein,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:hakka-noodles,Hakka Noodles,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:chilli-potato,Chilli Potato,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:manchurian,Manchurian,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:chilli-paneer,Chilli Paneer,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:bun-maska,Bun Maska,,Pan-India,street_food_snack,street_snack,B,count | piece_weight_g | plate_portion,frying_oil_absorption | filling_amount | sauce_or_chutney,DRAFT_CURATED,4
dish:in:gulab-jamun,Gulab Jamun,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:kala-jamun,Kala Jamun,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:rasgulla,Rasgulla,rosogolla,West Bengal | Eastern India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:rajbhog,Rajbhog,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:rasmalai,Rasmalai,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:sandesh,Sandesh,,West Bengal | Eastern India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:mishti-doi,Mishti Doi,,West Bengal | Eastern India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:jalebi,Jalebi,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:imarti,Imarti,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:balushahi,Balushahi,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:kaju-katli,Kaju Katli,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:besan-ladoo,Besan Ladoo,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:motichoor-ladoo,Motichoor Ladoo,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:boondi-ladoo,Boondi Ladoo,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:atta-ladoo,Atta Ladoo,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:til-ladoo,Til Ladoo,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:nariyal-ladoo,Nariyal Ladoo,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:peda,Peda,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:milk-cake,Milk Cake,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:kalakand,Kalakand,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:barfi,Barfi,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:coconut-barfi,Coconut Barfi,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:mysore-pak,Mysore Pak,,Karnataka | South India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:soan-papdi,Soan Papdi,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:gajar-halwa,Gajar Halwa,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:sooji-halwa,Sooji Halwa,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:moong-dal-halwa,Moong Dal Halwa,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:kheer,Kheer,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:rice-kheer,Rice Kheer,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:phirni,Phirni,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:payasam,Payasam,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:seviyan-kheer,Seviyan Kheer,,Pan-India,sweet,sweet_dessert,B,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:shrikhand,Shrikhand,,Pan-India,sweet,sweet_dessert,C,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:basundi,Basundi,,Pan-India,sweet,sweet_dessert,C,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:malpua,Malpua,,Pan-India,sweet,sweet_dessert,C,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:thekua,Thekua,,Bihar | Jharkhand | Eastern India,sweet,sweet_dessert,C,count | piece_weight_g | bowl_volume,sugar_amount | fat_amount | piece_weight,DRAFT_CURATED,4
dish:in:masala-chai,Masala Chai,,Pan-India,beverage,beverage,C,ml | glass_volume,sugar_amount | milk_amount | serving_volume,DRAFT_CURATED,3
dish:in:milk-tea,Milk Tea,,Pan-India,beverage,beverage,C,ml | glass_volume,sugar_amount | milk_amount | serving_volume,DRAFT_CURATED,3
dish:in:filter-coffee,Filter Coffee,,Pan-India,beverage,beverage,C,ml | glass_volume,sugar_amount | milk_amount | serving_volume,DRAFT_CURATED,3
dish:in:lassi,Lassi,,Pan-India,beverage,beverage,C,ml | glass_volume,sugar_amount | milk_amount | serving_volume,DRAFT_CURATED,3
dish:in:sweet-lassi,Sweet Lassi,,Pan-India,beverage,beverage,C,ml | glass_volume,sugar_amount | milk_amount | serving_volume,DRAFT_CURATED,3
dish:in:chaas,Chaas,buttermilk | mattha,Pan-India,beverage,beverage,C,ml | glass_volume,sugar_amount | milk_amount | serving_volume,DRAFT_CURATED,3
dish:in:nimbu-pani,Nimbu Pani,,Pan-India,beverage,beverage,C,ml | glass_volume,sugar_amount | milk_amount | serving_volume,DRAFT_CURATED,3
dish:in:sattu-sharbat,Sattu Sharbat,sattu drink,Bihar | Jharkhand | Eastern India,beverage,beverage,C,ml | glass_volume,sugar_amount | milk_amount | serving_volume,DRAFT_CURATED,3
dish:in:eromba,Eromba,,Manipur | Northeast India,regional_specialty,regional_dish,C,measured_g | bowl_volume | count,vegetable_mix | fermented_fish_amount | serving_weight,DRAFT_CURATED,4
dish:in:singju,Singju,,Manipur | Northeast India,regional_specialty,regional_dish,C,measured_g | bowl_volume | count,recipe_variant | added_fat | portion_weight,DRAFT_CURATED,3
dish:in:dal-pitha,Dal Pitha,,Bihar | Jharkhand | Eastern India,regional_specialty,regional_dish,C,measured_g | bowl_volume | count,recipe_variant | added_fat | portion_weight,DRAFT_CURATED,3
dish:in:dhuska,Dhuska,,Bihar | Jharkhand | Eastern India,regional_specialty,regional_dish,C,measured_g | bowl_volume | count,recipe_variant | added_fat | portion_weight,DRAFT_CURATED,3
dish:in:pittha,Pittha,,Bihar | Jharkhand | Eastern India,regional_specialty,regional_dish,C,measured_g | bowl_volume | count,recipe_variant | added_fat | portion_weight,DRAFT_CURATED,3
